order_id,customer_id,amount,order_date
93,310,292.19,2024-06-15
94,57,338.71,2025-03-14
95,988,484.91,2024-07-17
96,275,377.82,2025-08-14
97,636,407.7,2024-02-06
98,622,133.15,2023-11-11
99,713,171.28,2024-06-29
100,420,212.93,2024-12-25
101,463,161.42,2024-02-03
102,276,129.79,2024-09-29
103,104,46.36,2024-02-10
104,222,408.43,2024-01-04
105,63,474.33,2025-07-03
106,450,473.42,2024-07-09
107,517,46.98,2025-06-26
108,105,114.72,2025-01-06
109,880,384.39,2024-10-16
110,798,86.66,2023-10-23
111,303,496.31,2025-09-13
112,932,410.93,2024-07-07
113,455,225.52,2025-06-08
114,852,455.24,2024-03-07
115,202,396.41,2023-12-04
116,58,379.71,2025-07-22
117,903,406.46,2024-04-29
118,656,285.81,2024-03-30
119,593,331.71,2024-10-13
120,240,294.68,2024-07-29
121,195,482.12,2024-02-02
122,78,353.92,2025-02-09
123,749,435.89,2023-12-15
124,653,19.2,2025-02-10
125,978,412.5,2024-01-29
126,955,225.61,2024-01-05
127,422,165.16,2023-11-10
128,845,53.47,2024-09-19
129,91,68.54,2025-05-03
130,395,429.38,2025-04-06
131,105,370.84,2024-08-16
132,352,292.85,2024-12-23
133,909,270.94,2024-10-02
134,429,49.06,2025-02-24
135,672,289.26,2023-12-21
136,825,233.57,2025-08-07
137,457,49.55,2024-05-28
138,69,33.18,2025-02-23
139,289,21.45,2023-11-24
140,985,243.92,2025-03-05
141,729,97.72,2024-04-09
142,698,382.76,2025-05-11
143,86,388.04,2025-05-05
144,206,22.51,2025-05-18
145,48,404.85,2025-08-30
146,644,274.11,2025-03-08
147,145,212.29,2025-05-04
148,199,286.8,2023-11-10
149,512,403.53,2024-04-19
150,43,252.46,2024-03-27
151,460,174.69,2024-10-04
152,708,326.21,2025-04-22
153,639,425.6,2025-06-06
154,731,254.8,2024-12-09
155,171,159.18,2024-01-31
156,383,378.3,2024-09-09
157,651,327.9,2025-06-12
158,514,297.81,2024-05-20
159,358,140.68,2024-11-20
160,208,70.82,2024-03-10
161,718,94.98,2025-02-22
162,78,303.39,2025-02-27
163,970,125.87,2025-01-30
164,220,339.49,2025-01-09
165,104,224.56,2023-09-26
166,757,415.35,2023-12-09
167,957,143.93,2025-07-01
168,394,20.6,2025-02-16
169,268,177.33,2024-03-04
170,15,420.87,2023-10-31
171,336,317.79,2024-08-30
172,921,466.21,2024-09-04
173,141,208.23,2024-07-19
174,77,196.67,2024-08-04
175,184,294.34,2024-03-19
176,523,407.78,2024-09-25
177,552,98.57,2024-09-04
178,686,325.16,2024-12-04
179,985,256.49,2025-03-01
180,767,99.38,2024-08-11
181,595,463.28,2025-08-29
182,659,176.66,2025-06-23
183,246,381.97,2024-10-07
184,913,357.25,2024-01-04
185,340,447.09,2024-04-19
186,232,241.25,2024-10-03
187,695,484.91,2023-12-04
188,690,245.94,2024-05-21
189,271,183.44,2024-09-09
190,88,252.96,2024-02-29
191,353,354.01,2025-01-27
192,203,462.25,2023-12-06
193,899,58.61,2025-02-05
194,360,39.32,2023-12-20
195,682,272.64,2023-10-16
196,792,177.37,2025-09-01
197,788,434.96,2024-06-10
198,730,42.14,2023-11-25
199,79,356.42,2025-02-03
200,174,85.09,2025-08-23
201,608,328.74,2025-05-23
202,105,181.12,2025-02-06
203,3,209.77,2024-11-07
204,601,277.1,2024-05-02
205,313,315.85,2024-03-27
206,785,364.79,2024-11-27
207,536,436.35,2024-03-22
208,975,112.6,2024-01-02
209,781,134.23,2025-02-08
210,430,398.14,2025-05-11
211,59,23.36,2024-02-26
212,756,344.98,2024-07-08
213,724,444.19,2024-11-25
214,484,178.11,2023-10-16
215,599,173.4,2025-02-09
216,482,243.3,2023-12-23
217,67,267.33,2024-03-03
218,131,498.04,2024-06-03
219,913,231.54,2024-05-26
220,273,381.58,2024-04-14
221,910,361.36,2025-04-15
222,450,104.18,2025-04-02
223,436,155.26,2025-06-01
224,220,143.87,2024-05-23
225,455,225.78,2025-09-05
226,229,43.59,2024-05-02
227,41,360.15,2024-08-03
228,928,395.01,2024-06-17
229,526,391.18,2024-04-25
230,579,224.53,2024-04-21
231,216,481.87,2025-03-25
232,208,38.31,2024-03-17
233,740,356.31,2024-02-29
234,598,248.58,2023-11-11
235,621,494.62,2024-10-05
236,104,199.74,2025-06-28
237,314,458.51,2024-07-01
238,131,104.76,2025-08-19
239,291,449.52,2025-04-29
240,635,456.92,2025-07-18
241,215,220.81,2025-08-14
242,607,484.8,2024-08-13
243,102,245.24,2025-01-19
244,526,400.44,2025-07-08
245,605,20.87,2024-08-20
246,544,137.61,2024-08-17
247,693,350.92,2025-03-27
248,757,210.67,2024-02-01
249,11,380.73,2025-08-16
250,424,342.5,2025-04-04
251,506,459.86,2025-07-05
252,457,273.35,2024-05-28
253,724,26.74,2025-05-17
254,442,174.01,2025-05-26
255,320,389.6,2025-07-08
256,12,115.12,2025-07-30
257,39,151.23,2025-07-16
258,649,422.87,2024-04-19
259,688,374.87,2025-03-23
260,631,34.12,2024-03-01
261,590,116.62,2025-07-24
262,870,277.94,2024-10-26
263,904,308.68,2025-07-11
264,216,201.13,2024-05-25
265,975,251.38,2024-03-02
266,589,157.47,2023-09-30
267,631,111.02,2025-03-12
268,400,292.37,2023-11-06
269,71,75.08,2024-01-28
270,521,62.99,2023-09-16
271,123,257.8,2024-02-12
272,421,114.49,2024-02-04
273,665,178.6,2024-05-14
274,531,199.5,2023-10-10
275,246,117.53,2024-08-09
276,535,183.47,2024-12-21
277,616,474.88,2025-02-25
278,100,67.25,2025-08-26
279,170,158.98,2024-01-03
280,244,182.03,2023-11-28
281,164,65.71,2025-06-21
282,220,371.24,2023-12-01
283,862,112.18,2025-03-28
284,317,442.58,2023-11-06
285,530,295.14,2025-05-10
286,907,249.29,2025-03-02
287,117,390.73,2025-02-04
288,291,70.93,2023-10-01
289,365,290.82,2024-12-31
290,627,292.72,2024-09-07
291,688,260.49,2024-09-20
292,18,153.49,2025-04-20
293,80,399.56,2024-07-26
294,626,175.25,2025-06-04
295,184,418.62,2025-01-01
296,869,62.67,2023-12-09
297,800,381.39,2024-09-01
298,598,367.15,2023-12-14
299,999,452.8,2025-05-30
300,658,422.0,2025-07-12
301,267,285.61,2024-02-21
302,945,421.46,2023-11-28
303,114,262.1,2025-01-17
304,108,246.12,2025-02-06
305,232,436.66,2025-09-07
306,769,422.25,2024-06-17
307,532,213.33,2024-04-16
308,567,358.41,2025-03-28
309,952,392.46,2024-12-02
310,863,178.99,2024-08-29
311,203,283.48,2025-04-01
312,356,80.35,2023-10-10
313,458,69.32,2025-09-07
314,80,328.98,2023-09-19
315,443,13.76,2024-12-14
316,841,441.69,2024-06-06
317,519,404.4,2024-03-17
318,172,362.43,2025-03-02
319,1000,439.54,2024-06-26
320,150,306.96,2025-06-28
321,594,362.62,2024-07-07
322,282,226.97,2024-07-24
323,961,455.32,2024-09-26
324,582,59.06,2024-02-06
325,909,394.41,2025-07-03
326,938,191.63,2024-06-11
327,879,164.3,2024-07-09
328,368,289.82,2025-09-13
329,574,40.32,2025-04-20
330,494,206.57,2024-06-26
331,336,29.76,2024-03-20
332,970,53.23,2023-10-06
333,736,215.29,2024-12-08
334,680,199.28,2024-08-22
335,597,115.61,2023-09-19
336,78,258.77,2024-12-06
337,908,399.46,2023-09-22
338,945,191.45,2024-05-03
339,284,191.85,2025-04-13
340,520,80.23,2025-02-13
341,214,389.99,2025-01-05
342,193,24.79,2024-10-03
343,353,455.18,2023-10-04
344,568,483.54,2024-01-13
345,672,395.95,2024-02-08
346,59,261.16,2025-04-22
347,450,190.97,2024-09-01
348,310,438.06,2025-06-25
349,985,222.46,2024-05-31
350,192,138.15,2023-12-02
351,217,277.92,2025-02-12
352,245,415.08,2023-09-19
353,531,167.84,2024-04-30
354,341,434.51,2023-09-27
355,685,454.26,2024-01-21
356,59,189.12,2024-12-17
357,166,214.0,2024-12-04
358,331,363.21,2024-06-28
359,945,237.53,2024-07-15
360,231,198.61,2024-02-04
361,201,319.83,2024-03-10
362,104,306.37,2025-07-29
363,802,11.68,2025-07-20
364,139,403.46,2024-05-25
365,924,396.04,2024-01-09
366,924,191.53,2024-04-12
367,195,421.08,2024-05-03
368,791,173.77,2024-10-22
369,524,498.62,2025-03-15
370,77,433.83,2024-04-26
371,137,284.46,2024-11-13
372,80,341.01,2025-03-30
373,728,473.18,2025-02-20
374,568,56.96,2025-01-07
375,445,462.82,2023-11-25
376,221,275.36,2024-09-13
377,360,390.28,2025-08-24
378,248,273.57,2025-01-31
379,233,351.47,2025-06-02
380,278,415.88,2025-05-05
381,93,121.34,2025-03-09
382,618,455.5,2025-06-18
383,375,131.7,2024-03-13
384,564,205.64,2024-03-04
385,791,359.57,2023-12-22
386,314,21.82,2024-04-22
387,356,263.8,2024-08-07
388,467,441.35,2025-07-07
389,868,384.18,2024-02-04
390,26,33.97,2025-06-05
391,336,118.99,2024-07-14
392,625,110.61,2023-12-09
393,931,21.6,2024-05-30
394,149,265.1,2024-02-23
395,70,432.6,2024-10-15
396,293,184.16,2023-11-04
397,608,333.36,2024-11-28
398,689,367.04,2023-12-14
399,811,296.17,2024-01-18
400,846,127.61,2024-02-07
401,790,418.97,2024-08-12
402,69,226.96,2023-10-28
403,988,78.76,2024-10-30
404,52,482.68,2024-03-02
405,411,229.92,2024-09-29
406,119,28.56,2025-05-17
407,749,410.29,2024-11-17
408,443,343.61,2024-07-03
409,750,281.45,2023-11-15
410,795,473.26,2024-05-25
411,968,492.01,2024-10-21
412,719,79.7,2025-07-30
413,157,340.29,2025-03-03
414,453,270.26,2025-06-08
415,827,109.01,2023-12-09
416,944,352.5,2025-02-05
417,905,341.97,2024-11-17
418,676,144.29,2023-11-14
419,903,92.0,2023-11-10
420,310,125.73,2025-03-16
421,235,17.23,2024-09-21
422,820,283.59,2023-10-15
423,77,341.77,2025-03-10
424,332,482.78,2024-04-20
425,232,226.65,2025-06-25
426,639,324.91,2024-01-12
427,163,261.64,2025-02-11
428,587,401.17,2025-06-08
429,182,167.9,2025-06-23
430,885,67.01,2023-12-09
431,949,318.2,2025-01-27
432,898,29.7,2025-08-20
433,502,134.23,2025-05-30
434,307,348.02,2025-05-09
435,246,10.83,2024-08-11
436,769,328.33,2025-08-09
437,504,225.64,2025-06-09
438,152,148.59,2024-05-25
439,239,220.37,2024-09-11
440,121,232.33,2023-12-08
441,846,381.31,2024-08-20
442,789,191.82,2024-06-15
443,356,374.53,2025-08-03
444,839,160.86,2024-04-25
445,416,117.95,2024-01-16
446,400,21.15,2025-06-18
447,871,350.81,2024-10-11
448,587,183.49,2024-10-05
449,668,28.53,2024-09-20
450,768,213.87,2025-04-06
451,703,408.82,2024-05-17
452,698,245.5,2024-10-21
453,162,240.42,2025-07-29
454,601,141.5,2023-10-28
455,553,422.35,2023-11-20
456,165,18.36,2024-01-10
457,993,419.69,2025-01-13
458,230,323.42,2024-08-20
459,573,147.34,2025-03-05
460,382,347.61,2024-12-30
461,599,113.4,2024-08-20
462,34,12.26,2025-09-09
463,189,203.29,2024-08-18
464,878,274.16,2024-04-06
465,372,274.0,2024-03-18
466,911,481.15,2024-10-07
467,986,133.0,2024-05-15
468,248,419.27,2024-03-11
469,805,415.35,2024-05-30
470,831,161.25,2025-02-15
471,501,346.12,2024-02-26
472,710,203.64,2024-05-02
473,94,445.74,2024-05-10
474,24,139.77,2024-08-17
475,557,461.4,2024-08-19
476,684,150.9,2025-04-15
477,461,309.08,2024-09-16
478,425,359.8,2024-09-20
479,621,75.3,2023-09-19
480,698,473.64,2024-01-01
481,184,176.66,2025-05-13
482,199,98.29,2025-04-08
483,394,381.63,2024-06-20
484,44,191.97,2025-06-19
485,362,60.41,2024-01-26
486,892,486.14,2024-10-11
487,386,189.45,2025-01-04
488,756,102.01,2024-02-01
489,832,226.11,2025-06-01
490,468,346.58,2024-09-01
491,153,42.74,2023-11-03
492,356,345.96,2023-10-27
493,949,301.51,2024-07-14
494,291,394.26,2025-07-16
495,371,411.54,2025-09-01
496,885,148.71,2025-08-20
497,464,48.99,2023-12-17
498,354,475.36,2025-01-31
499,134,205.32,2025-07-18
500,433,440.38,2025-03-28
501,463,155.77,2024-07-27
502,367,494.65,2024-09-25
503,53,174.68,2023-11-30
504,252,412.67,2024-01-01
505,49,256.64,2025-09-07
506,335,187.19,2024-03-16
507,859,429.2,2023-11-29
508,315,179.5,2024-11-15
509,16,412.11,2024-12-17
510,298,77.29,2025-01-30
511,383,129.21,2024-10-12
512,926,32.55,2024-12-11
513,204,291.71,2025-02-09
514,767,311.25,2023-10-02
515,610,51.83,2023-10-27
516,526,139.21,2025-07-14
517,185,394.29,2024-01-04
518,155,68.63,2025-08-09
519,448,442.04,2024-12-18
520,939,201.56,2023-11-12
521,740,324.55,2025-04-29
522,257,455.46,2025-01-19
523,439,274.0,2024-07-08
524,521,86.37,2024-07-01
525,448,348.75,2024-02-25
526,452,452.04,2024-03-08
527,76,126.33,2025-02-10
528,440,126.0,2025-06-12
529,990,228.83,2024-08-31
530,72,428.57,2025-08-27
531,660,177.95,2025-08-20
532,50,82.46,2024-01-16
533,563,236.29,2024-04-03
534,475,402.17,2024-10-05
535,553,249.08,2024-05-28
536,118,72.1,2024-02-19
537,10,420.3,2025-03-19
538,505,488.85,2024-08-20
539,5,463.68,2025-07-05
540,565,121.57,2024-06-26
541,830,110.78,2024-08-31
542,959,381.17,2024-04-15
543,710,160.87,2025-05-24
544,460,292.5,2024-07-07
545,854,410.27,2024-11-22
546,303,26.3,2024-01-16
547,941,65.37,2024-10-11
548,980,169.78,2025-01-17
549,436,130.58,2024-12-09
550,287,238.28,2024-12-28
551,907,402.55,2024-11-30
552,89,138.19,2023-09-29
553,705,231.36,2025-08-01
554,786,388.62,2024-06-28
555,201,452.6,2025-04-02
556,548,107.33,2025-08-29
557,177,305.84,2024-09-26
558,991,216.14,2024-04-15
559,230,343.28,2024-01-18
560,354,400.31,2024-10-08
561,657,14.15,2024-11-11
562,1000,377.74,2024-09-02
563,432,165.17,2025-07-31
564,819,180.57,2025-05-30
565,145,62.11,2024-01-09
566,77,302.81,2025-04-13
567,107,176.72,2025-01-02
568,201,25.18,2023-09-15
569,294,443.34,2023-11-10
570,519,255.74,2025-01-29
571,854,454.51,2024-06-24
572,636,405.38,2025-05-19
573,126,441.85,2025-01-20
574,749,28.02,2025-08-22
575,597,76.05,2024-03-06
576,136,431.56,2025-08-27
577,210,102.55,2025-08-19
578,338,137.95,2025-02-11
579,342,26.46,2024-04-14
580,221,440.11,2025-06-18
581,892,244.89,2024-08-30
582,532,234.82,2024-01-20
583,787,171.43,2023-11-12
584,429,448.59,2024-09-13
585,370,479.38,2024-03-01
586,293,77.87,2024-11-14
587,887,321.25,2024-05-03
588,513,339.39,2024-01-09
589,722,26.72,2025-06-11
590,595,380.42,2025-02-23
591,62,425.69,2025-01-31
592,882,231.67,2025-05-31
593,958,151.67,2024-08-23
594,409,54.96,2025-01-31
595,659,367.4,2024-03-23
596,501,360.35,2025-01-24
597,281,62.75,2024-09-13
598,272,272.67,2025-03-17
599,534,254.11,2025-06-05
600,558,127.28,2025-05-20
601,147,176.89,2025-06-22
602,577,287.97,2025-04-16
603,162,456.14,2025-06-21
604,56,129.62,2025-07-02
605,200,321.8,2024-11-13
606,233,242.05,2025-02-22
607,78,98.97,2024-10-07
608,382,134.16,2025-03-12
609,449,390.32,2024-10-30
610,208,466.21,2024-10-02
611,575,267.19,2024-04-05
612,337,274.74,2024-06-11
613,282,443.44,2025-06-05
614,974,114.13,2024-06-05
615,41,143.38,2025-07-09
616,808,388.76,2024-03-06
617,132,343.25,2024-11-20
618,306,392.98,2023-10-25
619,882,496.34,2024-01-23
620,830,56.34,2023-12-22
621,219,466.38,2024-12-07
622,963,303.04,2025-02-23
623,213,405.38,2024-05-10
624,582,451.89,2025-03-20
625,667,286.75,2024-01-25
626,308,252.8,2024-02-21
627,361,449.26,2024-01-19
628,592,421.01,2024-11-21
629,21,98.38,2024-05-06
630,943,200.47,2023-10-17
631,891,164.64,2024-02-18
632,150,379.64,2025-02-01
633,636,138.69,2025-01-22
634,256,443.73,2025-08-21
635,373,354.87,2024-01-28
636,87,433.56,2024-01-29
637,924,249.44,2023-10-01
638,579,216.5,2024-08-22
639,250,13.48,2024-07-10
640,26,101.91,2024-06-22
641,1,54.15,2025-08-24
642,986,317.08,2025-08-08
643,536,355.91,2025-04-25
644,546,416.96,2025-02-15
645,393,354.39,2025-07-16
646,477,179.33,2025-01-10
647,839,209.01,2024-10-02
648,832,164.49,2023-12-28
649,219,471.81,2024-01-03
650,962,112.04,2025-04-23
651,293,177.9,2023-10-07
652,156,285.45,2023-10-04
653,242,321.02,2024-01-31
654,159,472.24,2023-12-09
655,628,329.63,2024-03-11
656,910,314.02,2025-03-26
657,507,245.57,2025-08-19
658,742,152.5,2024-12-20
659,869,485.66,2025-01-20
660,21,409.07,2024-10-01
661,492,272.57,2025-02-23
662,298,60.86,2025-09-03
663,618,496.4,2023-11-16
664,914,357.63,2025-09-01
665,717,468.56,2024-07-16
666,77,202.88,2024-07-12
667,14,271.38,2025-01-31
668,537,215.31,2023-12-03
669,203,445.86,2024-05-28
670,742,278.52,2025-06-11
671,461,381.81,2025-09-14
672,313,130.08,2025-08-27
673,529,226.72,2024-11-12
674,737,425.22,2025-06-01
675,727,220.05,2025-07-17
676,997,36.16,2024-07-07
677,366,384.4,2024-09-19
678,520,366.79,2025-07-02
679,185,18.05,2024-03-06
680,932,298.77,2025-03-14
681,49,221.85,2024-12-30
682,428,405.98,2024-11-15
683,966,466.75,2024-06-11
684,280,393.87,2024-01-11
685,822,209.09,2024-03-02
686,623,428.49,2024-10-22
687,456,85.94,2024-02-09
688,961,435.71,2024-12-14
689,970,137.04,2024-08-16
690,522,319.52,2025-01-08
691,79,198.65,2025-07-10
692,801,357.23,2024-11-09
693,45,216.31,2025-08-31
694,688,449.95,2023-11-22
695,705,267.56,2024-05-26
696,754,348.31,2024-01-05
697,99,171.87,2025-01-07
698,757,176.26,2024-08-21
699,669,308.18,2023-12-30
700,115,358.83,2024-05-30
701,164,450.69,2024-04-15
702,173,439.7,2025-07-22
703,926,90.0,2024-01-19
704,397,470.0,2025-07-25
705,961,57.54,2025-03-03
706,894,105.67,2025-03-30
707,158,331.89,2024-06-26
708,154,152.67,2024-07-15
709,456,164.63,2025-05-18
710,907,151.76,2023-10-18
711,261,135.09,2023-10-05
712,869,171.77,2025-08-13
713,551,339.92,2025-08-17
714,197,454.56,2024-09-25
715,670,98.63,2024-12-18
716,996,419.11,2024-02-08
717,289,409.78,2024-07-05
718,691,373.4,2025-02-22
719,587,281.86,2024-06-16
720,798,205.29,2024-02-29
721,718,15.57,2024-09-15
722,666,168.78,2025-06-01
723,857,396.5,2023-11-26
724,573,342.52,2025-07-21
725,29,382.56,2024-02-29
726,431,103.67,2024-02-01
727,506,65.02,2024-01-01
728,362,16.0,2024-07-29
729,742,276.93,2023-11-14
730,28,471.41,2025-09-06
731,621,135.05,2024-04-17
732,501,255.26,2024-10-07
733,632,322.51,2025-02-15
734,909,69.27,2025-02-21
735,791,473.4,2025-03-02
736,493,157.04,2024-10-17
737,524,368.65,2025-01-20
738,502,179.7,2025-06-30
739,534,52.28,2025-06-13
740,704,105.33,2025-03-29
741,993,494.42,2025-04-01
742,790,464.86,2024-09-01
743,28,288.88,2025-01-26
744,220,418.34,2024-10-11
745,238,167.14,2024-12-30
746,474,32.64,2025-02-12
747,152,405.97,2025-04-08
748,109,175.5,2024-10-10
749,109,315.49,2024-01-01
750,163,228.04,2023-11-12
751,833,488.69,2025-03-04
752,4,420.47,2024-02-05
753,994,244.0,2025-08-07
754,21,449.55,2024-01-19
755,935,446.73,2024-11-14
756,668,161.87,2024-04-07
757,781,214.69,2024-08-11
758,644,139.88,2023-11-13
759,346,151.88,2025-06-03
760,289,239.78,2024-02-28
761,181,103.54,2024-02-12
762,873,168.83,2025-08-26
763,935,253.38,2025-06-09
764,60,361.07,2024-01-20
765,146,401.8,2025-07-19
766,481,220.34,2024-01-23
767,638,240.07,2024-10-28
768,482,454.38,2023-10-01
769,483,179.22,2024-02-09
770,758,340.8,2025-04-15
771,710,396.5,2024-02-25
772,840,101.0,2025-04-06
773,353,225.43,2025-02-07
774,79,245.69,2024-05-06
775,906,64.17,2023-12-06
776,327,73.52,2024-10-21
777,585,52.29,2024-01-21
778,672,201.83,2023-10-05
779,374,464.67,2025-06-04
780,266,398.63,2024-05-02
781,876,283.86,2025-02-04
782,766,490.14,2024-09-05
783,598,87.35,2024-02-11
784,649,219.1,2024-08-23
785,537,55.31,2024-05-03
786,762,199.33,2024-02-18
787,782,41.27,2023-10-19
788,106,97.66,2024-01-21
789,287,92.37,2025-01-15
790,773,137.63,2024-10-26
791,786,266.22,2025-08-09
792,473,323.17,2025-08-31
793,24,372.76,2025-09-08
794,489,449.08,2024-05-27
795,493,251.04,2024-08-29
796,601,35.39,2025-07-19
797,440,393.63,2025-08-16
798,947,371.36,2024-06-28
799,160,49.38,2023-12-01
800,421,236.26,2025-07-04
801,6,199.33,2024-12-08
802,365,496.49,2025-08-26
803,787,475.49,2024-11-25
804,186,182.72,2024-11-12
805,184,212.46,2023-12-05
806,170,45.78,2025-05-20
807,321,308.64,2024-07-29
808,714,194.64,2024-09-26
809,814,264.65,2024-10-10
810,257,140.13,2025-06-23
811,239,405.7,2025-07-20
812,613,111.05,2024-07-23
813,499,446.52,2024-11-05
814,625,65.88,2023-11-17
815,408,455.82,2024-04-24
816,728,257.19,2024-03-01
817,163,94.86,2024-08-16
818,299,32.14,2024-05-16
819,698,179.65,2023-12-22
820,940,272.38,2024-09-03
821,444,306.3,2024-11-30
822,28,128.33,2024-10-31
823,205,215.7,2024-01-02
824,774,385.68,2024-02-22
825,45,118.79,2024-01-30
826,607,493.77,2024-10-25
827,159,252.77,2024-11-09
828,989,289.25,2023-10-18
829,451,278.52,2025-02-26
830,772,376.18,2023-12-08
831,660,88.32,2023-12-09
832,791,339.88,2025-05-08
833,180,415.05,2025-01-30
834,974,185.12,2024-10-16
835,376,11.62,2024-04-20
836,920,235.48,2024-08-22
837,60,58.88,2025-04-15
838,611,253.24,2025-09-10
839,350,383.96,2023-09-23
840,282,180.54,2024-05-21
841,242,31.17,2024-06-11
842,272,170.31,2025-06-12
843,805,153.74,2023-11-25
844,252,177.73,2024-03-17
845,84,430.47,2025-05-10
846,305,233.21,2023-10-31
847,234,102.98,2025-01-04
848,798,241.67,2025-03-07
849,32,193.44,2024-12-13
850,227,267.19,2025-06-12
851,410,200.84,2025-02-25
852,437,307.1,2024-08-13
853,172,479.16,2024-07-26
854,446,310.53,2024-04-19
855,134,339.12,2025-04-20
856,318,34.49,2024-12-21
857,751,320.0,2025-05-13
858,968,481.2,2025-02-10
859,374,277.22,2025-06-13
860,176,263.15,2024-08-13
861,178,38.33,2023-12-04
862,392,425.44,2023-12-03
863,127,485.72,2024-01-06
864,708,68.52,2024-07-11
865,921,365.81,2024-02-24
866,355,12.52,2024-07-07
867,924,245.84,2023-10-28
868,150,342.89,2024-10-20
869,111,175.88,2024-04-10
870,411,194.47,2025-09-10
871,84,25.18,2023-11-20
872,557,25.91,2024-02-01
873,74,192.62,2023-12-05
874,818,411.36,2025-06-02
875,74,329.03,2024-09-13
876,897,271.65,2024-07-05
877,717,47.03,2025-04-26
878,136,171.83,2024-09-16
879,368,175.05,2025-09-04
880,168,211.2,2024-08-23
881,503,283.0,2023-11-18
882,674,198.52,2024-11-25
883,777,286.16,2025-05-19
884,713,498.12,2024-11-04
885,125,247.7,2023-09-24
886,986,245.21,2025-06-26
887,137,360.89,2023-12-06
888,619,197.84,2025-06-09
889,828,211.17,2025-02-12
890,961,435.39,2024-07-13
891,108,57.25,2023-09-22
892,549,480.14,2023-10-25
893,828,242.98,2024-06-02
894,929,406.68,2025-02-06
895,365,198.18,2024-07-10
896,878,491.49,2024-04-12
897,685,213.42,2025-02-04
898,695,128.91,2024-05-30
899,131,272.78,2024-09-15
900,744,467.42,2024-06-10
901,502,413.89,2025-01-20
902,1,119.09,2025-08-16
903,290,35.95,2023-12-15
904,128,141.67,2025-08-30
905,491,65.57,2024-06-20
906,441,448.17,2023-12-24
907,210,243.57,2025-07-16
908,187,457.11,2024-09-15
909,744,498.98,2024-10-06
910,744,404.48,2023-11-30
911,578,340.47,2025-05-12
912,652,338.48,2024-11-09
913,493,443.31,2024-10-30
914,397,350.49,2025-05-06
915,926,487.25,2023-10-24
916,384,150.13,2025-01-20
917,556,453.88,2024-11-15
918,698,247.27,2023-11-10
919,203,348.74,2025-01-16
920,603,46.34,2023-12-17
921,263,436.78,2024-02-06
922,75,471.57,2025-08-29
923,219,345.2,2025-03-31
924,797,297.99,2025-06-30
925,592,411.06,2025-04-14
926,389,396.35,2023-10-20
927,285,123.42,2024-06-07
928,189,391.2,2025-02-10
929,541,157.19,2024-05-13
930,841,421.88,2025-09-08
931,321,320.0,2024-06-08
